LeadSource,JobRole,ContactNotes,LeadProfile,UsedPromo,DoNotReachOut,Region,Converted,Lead_ProspectID
Digital Ad,HR,ContentPresentation,Large,NoPromo,TRUE,APAC,0,d2edf146-42c5-40d2-a512-9d037512e910
Event,Marketing,ContentPresentation,Large,NoPromo,TRUE,APAC,0,e2c39615-bb14-47e4-bb88-c4ef179a0f1d
Organic,Marketing,NeedsTraining,Small,NoPromo,TRUE,EMEA,1,e72afaa4-f513-420f-a2f8-defe725a8901
Organic,Marketing,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,2e0cbb9d-54ec-4963-a5e0-8fadd2c8b98d
Cold Uutbound, Sales,NeedsTraining,Large,NoPromo,TRUE,EMEA,0,21320461-b4d0-4d0b-8ba6-9f5874439741
Referral,Management,FeatureRequest,Medium,UsedPromo,TRUE,LATAM,0,8c5615d8-a1d7-44b4-b55a-a189a42d9f5e
Cold Uutbound,Management,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,0,7013122e-e595-4b8b-a24d-2d79f4ba5f51
Referral,Finance,NeedsCaseStudy,Small,NoPromo,FALSE,LATAM,1,6cb9d1e7-a70d-467e-a1c2-fd4ad239e542
Organic,Management,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,bcefe9b2-38b2-4ea8-ad3e-d698d9fbefeb
Cold Uutbound,Management,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,0,493982db-4839-4e16-8be5-6b39848f4987
Cold Uutbound,Finance,NeedsCaseStudy,Small,NoPromo,FALSE,LATAM,0,bd01bfc7-150c-4ff3-8062-26bdfb7bf978
Organic,Operations,NeedsTraining,Medium,NoPromo,FALSE,EMEA,1,bd1a9480-ea56-4897-ac7f-61879553f36c
Organic,Engineering,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,fc2ed1bd-097c-4074-87e9-19bc64ba292a
Referral, Sales,FeatureRequest,Small,NoPromo,FALSE,LATAM,1,a850dbda-6803-4c7d-8805-57ecdb134479
Referral, Sales,FeatureRequest,Small,UsedPromo,TRUE,LATAM,0,3bbfcf2e-0bde-4166-b005-034a0355b738
Referral, Sales,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,71605019-e9c6-4668-a88b-188db67f5df1
Organic,Marketing,NeedsCaseStudy,Medium,UsedPromo,TRUE,APAC,1,8a5aab25-fe75-43a9-a9bf-0fbd0c3fa4a6
Organic,Engineering,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,6e71e743-b40a-4151-9db9-5ba65dee58c1
Cold Uutbound,Engineering,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,1,f09c4f83-6be9-459a-90e5-5dc025ce54b9
Event,Marketing,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,2316d63e-4aa9-4424-be74-dbcd87c585b7
Event, Sales,FeatureRequest,Large,NoPromo,TRUE,LATAM,1,2385fcaa-2779-479d-a3b1-1a624f58d639
Referral,Marketing,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,2b72b091-ff24-4617-9f45-1122bab6d4f8
Referral, Sales,FeatureRequest,Medium,UsedPromo,FALSE,LATAM,0,d99596b5-86d7-40fd-a7c5-d1635dd7c382
Digital Ad, Sales,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,73cd503c-6a6d-4467-b5d6-95e808307944
Referral,HR,ContentPresentation,Large,NoPromo,TRUE,APAC,1,86712624-203d-4619-832a-edd94343c8ca
Referral,Operations,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,1,aadae66f-0f38-4aec-8415-e02bc00f1357
Organic,Management,ContentPresentation,Large,NoPromo,FALSE,APAC,0,3603f86f-3223-4bec-8cc7-78c0204c8b84
Cold Uutbound, Sales,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,1,cf23e38b-f893-41a5-b176-c5676112a7d0
Organic, Sales,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,9039e24d-766c-4071-8dda-53bf9a114a7f
Organic,Operations,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,3e6862e6-3082-485b-9bfc-a8d3f6042f02
Event,Operations,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,7d63fa15-34fd-4e83-9236-1ba0b6f70f5e
Event,Marketing,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,1,395eac9c-a1ba-433e-8211-54492f6b4ece
Digital Ad,Engineering,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,3a1dd33e-534b-4102-b505-7bcb98caf446
Event,Marketing,NeedsCaseStudy,Small,NoPromo,FALSE,APAC,1,ed75437e-1552-4fac-aeae-998df6729d66
Digital Ad,Engineering,FeatureRequest,Small,UsedPromo,TRUE,APAC,0,e2e43d70-81f1-4d3f-bb10-27aad1f3d742
Event,Operations,ContentPresentation,Large,NoPromo,TRUE,NAMER,1,964273d4-bc55-457c-891b-97ee03111537
Cold Uutbound,Finance,NeedsTraining,Large,NoPromo,TRUE,LATAM,0,76464a42-1d72-45a2-9d54-d9592d45aa4d
Digital Ad,Marketing,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,0,a00f8126-4d0b-48d2-9436-d1e2bcbf4537
Referral,Engineering,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,6ccfed17-eba4-4d19-ba2b-2ecdb261a722
Event,Management,FeatureRequest,Medium,NoPromo,FALSE,LATAM,1,4b7288d0-2a26-4ae9-8df6-6371ff362794
Organic, Sales,ContentPresentation,Large,UsedPromo,FALSE,LATAM,1,4615ef76-0480-4ad1-8d5a-48e360bd42b5
Digital Ad,Finance,NeedsTraining,Medium,NoPromo,TRUE,EMEA,0,668fa47e-e15f-49b9-8b56-18a486d83427
Organic,Marketing,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,929c1a3d-5b60-41f4-a907-ba2a03f260ca
Organic,HR,NeedsCaseStudy,Large,UsedPromo,TRUE,LATAM,1,35a70ec4-f54a-43a7-85b5-152e1db0b8c3
Organic,Marketing,FeatureRequest,Large,UsedPromo,FALSE,LATAM,0,01acb1a6-0d15-4e73-b56c-812539bae573
Event,Finance,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,0,74bf8721-2df3-4d7f-a016-c55f7727e3a2
Event,Management,FeatureRequest,Large,NoPromo,FALSE,EMEA,1,290f784f-e027-4001-bd85-3847b21dfc2a
Digital Ad,Finance,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,66040683-7117-4822-9ee2-3a54442e5ea2
Organic,Management,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,1,6102f7c8-2bde-43eb-93f7-a3d499445785
Referral,Engineering,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,c524a6e9-287a-442d-a3eb-e412b600f7a3
Referral, Sales,NeedsTraining,Large,UsedPromo,FALSE,LATAM,1,45573e0e-1126-4539-9a1d-680e8587e8c6
Referral,HR,FeatureRequest,Small,NoPromo,TRUE,NAMER,1,4ad0c07d-d150-4321-82c0-86e42a1aed88
Referral,Management,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,1,00985bc0-c38c-4dc7-b0ef-e99fde3ea584
Event,Marketing,ContentPresentation,Large,UsedPromo,FALSE,NAMER,0,b1b8ec06-bb5d-4f39-8dea-20c1e85ca10b
Event,HR,FeatureRequest,Small,UsedPromo,FALSE,LATAM,1,197e8a5f-5b8e-4e2a-a121-c7f00b8e098d
Digital Ad, Sales,ContentPresentation,Medium,NoPromo,TRUE,APAC,0,fa5cf6a7-3b8c-43e7-8166-b642700aeca7
Cold Uutbound,Management,ContentPresentation,Large,UsedPromo,FALSE,NAMER,0,454f95c6-b3d7-401f-82c7-54b18ecc92c7
Event,Operations,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,1,2f297f34-0b79-4141-af33-1ae28c628b6a
Digital Ad,Management,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,bcc6e625-d295-403d-9a42-5eec479a9632
Event,Operations,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,c345fd8b-7750-44ac-8435-53d2ebe9336c
Referral,Finance,NeedsCaseStudy,Large,UsedPromo,TRUE,NAMER,1,8c078515-fe5c-48d0-af1a-619e97be5843
Organic,Engineering,FeatureRequest,Medium,UsedPromo,FALSE,EMEA,0,81ce8514-8f25-4d94-bcdc-607c3a27c25d
Organic,HR,ContentPresentation,Large,NoPromo,FALSE,APAC,0,8abd75cf-426b-4e22-85f1-5377b5468d00
Event,Operations,NeedsTraining,Small,NoPromo,FALSE,NAMER,0,9ee375b2-5d19-4fef-8b21-3b6b6254dddd
Cold Uutbound,Engineering,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,aa512227-2768-4883-9d30-2f9fb9354baa
Cold Uutbound,Management,NeedsCaseStudy,Large,UsedPromo,TRUE,NAMER,0,7b6a07db-1f26-407e-9164-aa2504cd0d2d
Referral,Management,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,1,266f941a-5808-4539-b2d8-a052043f771c
Cold Uutbound,Operations,NeedsTraining,Small,NoPromo,FALSE,APAC,0,37b20dd1-33ab-4bda-9a85-f5430ed22c70
Digital Ad,Engineering,NeedsCaseStudy,Large,UsedPromo,TRUE,LATAM,0,8b6891ff-ac28-48e4-8db1-1eb728d8cb20
Cold Uutbound,Finance,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,e42b9068-bd6c-4e72-9299-556a884cf205
Referral,Operations,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,68260486-a000-486a-b73b-ba48eca366f1
Event,Management,NeedsTraining,Small,UsedPromo,FALSE,NAMER,1,7b0acb57-1a26-422b-8394-5f59e663a0f7
Event,Operations,ContentPresentation,Large,NoPromo,TRUE,APAC,0,0badf02d-1703-4e17-a127-85305b3f8524
Cold Uutbound, Sales,NeedsCaseStudy,Medium,NoPromo,FALSE,LATAM,0,a0ebef33-7dd2-4a96-bdbc-cbb4544662a7
Event,HR,NeedsCaseStudy,Medium,UsedPromo,TRUE,APAC,0,d224282f-601b-404e-aad1-2775b30abca2
Digital Ad,Marketing,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,0,976f9c9d-0ead-4da0-a0db-19cf21ba8994
Referral,HR,FeatureRequest,Large,UsedPromo,FALSE,EMEA,0,483b8a61-8d32-4d4b-a79b-1755aa85a801
Organic,Operations,FeatureRequest,Medium,UsedPromo,TRUE,EMEA,0,87b8356d-77bf-4688-a749-3423520baa42
Cold Uutbound,Management,NeedsTraining,Large,NoPromo,FALSE,LATAM,0,1d1783ca-7797-4980-9daa-af678d78b203
Referral, Sales,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,be0a44cb-6858-4597-aa57-f995d0d2816a
Organic,HR,FeatureRequest,Small,UsedPromo,TRUE,LATAM,0,0ffec9a5-4d47-4808-a9f8-62350746cb92
Organic,Management,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,417db636-9216-4bd7-813a-ab7c9f82f892
Referral,Operations,ContentPresentation,Medium,NoPromo,TRUE,LATAM,0,6a39a67c-566c-4286-a730-51f899a30234
Cold Uutbound,Management,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,b6108c3f-bb2c-49bc-a32e-ecd6232984fb
Cold Uutbound,Operations,NeedsTraining,Medium,NoPromo,TRUE,APAC,0,5eabd18c-ff1a-44e4-bf5c-a0ceb1165d1d
Referral,HR,NeedsCaseStudy,Large,UsedPromo,TRUE,NAMER,0,e1614d61-ea84-4ac2-b67e-13c74344edd7
Digital Ad,Engineering,NeedsTraining,Small,UsedPromo,TRUE,EMEA,1,5a035e6d-8c24-4db7-81a8-438ad84c8949
Cold Uutbound, Sales,NeedsTraining,Large,NoPromo,FALSE,APAC,0,585c867f-ca6b-47d9-978d-582048271f84
Organic,Marketing,FeatureRequest,Small,UsedPromo,TRUE,EMEA,0,ba956690-004a-49bf-a44f-0e87ef72a82a
Organic, Sales,NeedsTraining,Large,NoPromo,TRUE,LATAM,0,c06918ad-21a3-4218-997c-7b01a99e9ff2
Referral,Operations,NeedsTraining,Large,NoPromo,FALSE,EMEA,1,d85c7446-cf16-4c58-b99f-17fc4303d45a
Organic,Engineering,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,e9c2a118-2375-496d-b834-fe4c2053dd59
Event,Marketing,FeatureRequest,Medium,UsedPromo,FALSE,LATAM,0,4d9dd9c7-c7ce-4a21-9a27-9093761ed464
Event,HR,ContentPresentation,Medium,UsedPromo,FALSE,NAMER,1,c3d26a1f-c9e5-4e56-bcc1-c4b2ad100a83
Organic,HR,NeedsCaseStudy,Small,NoPromo,TRUE,LATAM,1,c2e6b7ed-db2d-4c84-8e3a-1e4525b1d6b3
Organic,Management,ContentPresentation,Large,NoPromo,TRUE,APAC,0,aa0ab7c0-e0d1-4902-b6ba-764217d351ec
Organic,Finance,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,47d59be2-e582-4e6a-808f-57ebafd7b9b7
Cold Uutbound,HR,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,d119c846-b7a2-4e10-bf5e-dd8ba024438b
Digital Ad,Marketing,ContentPresentation,Large,NoPromo,FALSE,APAC,0,d517aa36-0c23-4ce0-96a6-ea9aadaa6512
Digital Ad,Finance,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,23f353cf-2f23-49fd-b7d7-002da0c28dcb
Cold Uutbound,Marketing,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,787dda6b-9f0d-4415-b0c1-d41c5297a7a3
Referral, Sales,FeatureRequest,Small,NoPromo,FALSE,NAMER,0,2c862878-e284-4517-a445-b788d7ffee5c
Referral,Operations,FeatureRequest,Medium,NoPromo,TRUE,APAC,1,d324c46c-7a99-4851-8b59-061fd2ba6917
Digital Ad,Management,ContentPresentation,Medium,NoPromo,TRUE,LATAM,0,73c15380-bc55-4afa-a395-ed9221b116f4
Organic,Operations,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,0,92b851d3-5b0a-4875-97f0-e1b9c78f2c60
Referral,Operations,ContentPresentation,Large,NoPromo,TRUE,APAC,1,36ba3c21-de64-415f-9f95-f4541b13aeef
Referral,Finance,NeedsTraining,Medium,NoPromo,FALSE,APAC,1,7fd73b31-80d0-43dd-b086-ac7d0b74b957
Referral,HR,FeatureRequest,Small,NoPromo,TRUE,EMEA,1,29a4739b-566a-4054-83f6-807e24679a12
Digital Ad, Sales,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,3e2012e1-7c1c-4219-9164-573215a58075
Organic,Management,NeedsCaseStudy,Medium,NoPromo,FALSE,LATAM,0,92b5e74c-50d9-4370-8376-c8ad4847b95a
Cold Uutbound,Marketing,FeatureRequest,Medium,UsedPromo,FALSE,LATAM,0,8f1d6a42-ad1e-44a1-b06a-3663cc3ff22c
Cold Uutbound,Finance,NeedsTraining,Small,UsedPromo,FALSE,LATAM,1,718556ef-d337-4219-8f41-47caffcceff5
Cold Uutbound,Management,NeedsTraining,Large,UsedPromo,FALSE,LATAM,0,34dcecd6-38bd-4173-8ddf-088d023097bd
Referral, Sales,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,b9d6d3e9-7625-4a4a-a3fd-5616402ee878
Event,Marketing,FeatureRequest,Medium,UsedPromo,TRUE,APAC,0,dd6e37a0-7edb-4166-85f7-bd362d64965f
Referral,HR,NeedsCaseStudy,Large,UsedPromo,TRUE,LATAM,1,8a63c5cc-b807-4dee-8ab0-a640a2577015
Digital Ad,Finance,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,8c5098d5-d1f6-4698-a504-17b7e31e63aa
Cold Uutbound,Marketing,FeatureRequest,Small,NoPromo,FALSE,APAC,0,e41c11d9-cb69-4696-96c6-c1991dc23997
Digital Ad,Marketing,ContentPresentation,Small,UsedPromo,FALSE,NAMER,1,82b227e8-3a53-4ad9-8b34-74173856ed90
Event,Marketing,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,b3d6f6bf-7c6e-4200-aa2f-8b70556a7990
Digital Ad,Marketing,ContentPresentation,Medium,NoPromo,TRUE,EMEA,0,41a365fe-b359-4a3a-a7e2-5a2a60fe897b
Digital Ad,Engineering,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,1,846e1873-0597-49b0-af94-592cf13eda89
Organic,Engineering,FeatureRequest,Medium,UsedPromo,TRUE,NAMER,0,790ff621-b8fa-4601-8da1-7d8edfe73d6d
Organic,Engineering,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,d6bbe9b8-fd22-4ca4-9d90-2e673eda479a
Digital Ad,Finance,NeedsCaseStudy,Small,UsedPromo,FALSE,NAMER,1,473c8c47-fa68-4cf3-9dfc-858f39b255c7
Digital Ad,Finance,FeatureRequest,Large,NoPromo,FALSE,EMEA,0,c6b269ed-c7f8-4ff4-b4b2-c5c82089fa45
Event,Management,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,3976337e-2e01-428d-95f8-39da57f3902f
Cold Uutbound,Finance,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,0cf17685-3bce-40ee-b08a-e450864ecddc
Cold Uutbound,Management,FeatureRequest,Large,NoPromo,TRUE,NAMER,1,ef6b03ff-14dd-430a-ae48-542bcddb9a5f
Referral,Finance,NeedsTraining,Small,UsedPromo,FALSE,LATAM,1,87cceed5-f1b1-434e-9abd-d20d8bc9c142
Referral,Marketing,ContentPresentation,Large,UsedPromo,TRUE,APAC,0,ff3aab1b-714b-4d40-bd20-1b49c5fc4a79
Referral,Management,NeedsCaseStudy,Large,UsedPromo,TRUE,EMEA,1,d2763db2-ce07-4ca0-bbf4-d2f40d622744
Organic,Finance,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,86c2d879-3ff6-451d-9321-78327e0ec20f
Event,Marketing,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,0,00ca9c1f-4f3b-4782-9494-46a366f7c601
Organic, Sales,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,e69c0f28-e5b5-4152-8d35-fe3639ed9777
Event, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,fa153297-13fb-4ca9-8fbe-486b3c1d25f3
Referral,Finance,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,bfd53ed5-58ea-4c22-b6f3-e87bacb7958b
Event,Operations,ContentPresentation,Small,UsedPromo,FALSE,NAMER,1,4dca4213-29fd-49c4-aff9-9b2fa64698e5
Cold Uutbound, Sales,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,61c290bd-e5f8-4c16-8f68-14030057b303
Referral,Engineering,NeedsTraining,Large,NoPromo,FALSE,NAMER,1,a890d7ac-38a1-4370-9f84-7abe762d6e71
Event,Operations,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,74afb2e2-0545-4d13-8366-5998b850ee65
Cold Uutbound,Engineering,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,3c2d6f77-6ac0-436f-9f95-6add0c69ce14
Organic, Sales,NeedsTraining,Medium,UsedPromo,FALSE,EMEA,1,77a0d755-d478-464c-a5eb-c60aac66f7c1
Cold Uutbound,Operations,FeatureRequest,Large,NoPromo,TRUE,NAMER,1,d102e402-cd7f-47d5-acd6-f65ee23db43b
Organic,HR,NeedsCaseStudy,Large,UsedPromo,FALSE,EMEA,1,d2da08c9-7d06-4833-8ee8-970573496ef0
Event,Management,FeatureRequest,Small,UsedPromo,TRUE,NAMER,1,5e932c4a-db0b-44ec-bb30-a36e935b4e8c
Digital Ad,Finance,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,0,1f16ec3a-facf-474b-ae9a-25e8304b92d2
Organic, Sales,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,0,051af644-2fa8-4c8b-97c9-444e375b068a
Event, Sales,ContentPresentation,Large,NoPromo,FALSE,APAC,0,d5524ba9-f82f-4a49-b28f-670cba779221
Referral,Engineering,NeedsCaseStudy,Large,UsedPromo,FALSE,EMEA,1,6fe1b20d-ed9d-4e0e-b8a3-06ea79d53d1e
Event,Marketing,NeedsTraining,Medium,UsedPromo,FALSE,NAMER,1,0945b292-8661-4cb3-befe-85ad45db3b7d
Referral,Engineering,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,d0ea9567-c243-4656-81b3-4a9d84d0340e
Event,Management,FeatureRequest,Small,UsedPromo,FALSE,EMEA,1,2df706a9-70fe-4041-85d4-6d855b31d1f5
Referral,Operations,NeedsTraining,Large,NoPromo,FALSE,EMEA,1,da3ba59a-e2d7-46bb-adb5-a398ca95a054
Referral,Marketing,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,0,95272c15-d4d8-400a-9d46-b059d5b5ff04
Referral,Marketing,ContentPresentation,Large,UsedPromo,TRUE,APAC,0,03505c9a-200a-4ce5-b219-bb9f901bbaa1
Referral,Engineering,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,8850c884-8564-4ba3-b94c-9cabfdfcdfc0
Organic,Marketing,NeedsTraining,Small,NoPromo,FALSE,APAC,1,16d009d7-c517-42e0-8698-f4eb9ae98d13
Referral,Marketing,FeatureRequest,Small,UsedPromo,FALSE,EMEA,1,fbccbaa3-4334-4989-9c3d-b4e133e25d93
Organic, Sales,ContentPresentation,Large,NoPromo,TRUE,APAC,1,bc45178e-de5e-42a1-b542-5363f8b2405e
Cold Uutbound,Finance,NeedsCaseStudy,Small,UsedPromo,FALSE,APAC,1,2ad04707-78af-40ce-8642-c12675316dd3
Event, Sales,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,9d480f8c-05f6-4365-ad11-b1068cc9b7e0
Cold Uutbound,Engineering,ContentPresentation,Large,NoPromo,FALSE,APAC,0,39cc1232-525e-4123-a081-5b23bc429e72
Organic,Engineering,FeatureRequest,Large,NoPromo,FALSE,EMEA,1,d58b0de2-d1d2-4f90-93a2-d48d846a4ca3
Organic,Operations,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,1,37ca0720-19a2-49d0-9986-067abf8a930b
Cold Uutbound,Engineering,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,cfb3b58f-9ae8-4110-8f55-329fb1608cb8
Cold Uutbound, Sales,FeatureRequest,Small,NoPromo,TRUE,NAMER,0,3181e550-cab7-4091-b379-584a4cdd79ae
Cold Uutbound,Engineering,FeatureRequest,Small,NoPromo,FALSE,APAC,0,6e4e3fff-1711-4345-bded-925f729a0145
Event, Sales,FeatureRequest,Medium,NoPromo,FALSE,NAMER,1,8f157cf6-15ce-4767-b65a-4a3a8c7e752e
Cold Uutbound,Finance,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,42ba3b90-1948-490d-8f78-0cbb73fd224b
Referral,HR,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,d6573e02-d90a-4707-80aa-0570ab2cd38d
Event,HR,ContentPresentation,Large,NoPromo,TRUE,NAMER,0,c880a5e8-9fce-40d1-9172-0c7c99655c00
Digital Ad,Operations,NeedsCaseStudy,Medium,NoPromo,FALSE,NAMER,0,e186b47d-7951-462a-b11a-008b3898c9bc
Cold Uutbound,Finance,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,8437790f-6458-4bc3-8901-5446f39e3a3f
Cold Uutbound,Management,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,3ec234a3-42dd-420e-a405-05792a3b08b9
Event, Sales,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,f45132db-31c0-485c-bdda-cb72e0dcfcbc
Event,HR,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,1,0647eb67-7f17-4f08-b4df-f2a069fa7732
Organic,Finance,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,1685014f-b66a-442b-ac91-20e326ff7207
Cold Uutbound,Engineering,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,813c50a9-947f-41fd-855a-07077d8b317e
Referral,Operations,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,0,7e4abfe4-e855-4d60-9836-e9d01b4a9990
Referral, Sales,NeedsTraining,Small,NoPromo,TRUE,EMEA,0,6475a321-80cc-44dd-866e-a8360dec9c77
Event,Management,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,1,be5fa29f-d5b6-48db-9e64-b7c61b5470b0
Cold Uutbound,Marketing,FeatureRequest,Medium,UsedPromo,FALSE,NAMER,0,af6518fb-29be-4e97-9b85-b7ece5e1ab62
Referral,Marketing,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,61dd9893-b361-45d8-8233-932ef986baea
Digital Ad,HR,NeedsTraining,Large,NoPromo,TRUE,LATAM,0,bb0d2afe-b4e3-490e-88ea-bc34671b73d2
Cold Uutbound,Management,FeatureRequest,Large,NoPromo,FALSE,NAMER,0,90c3da54-a6df-4f7b-b0df-989a4fe525a3
Digital Ad, Sales,ContentPresentation,Small,UsedPromo,FALSE,LATAM,1,4ab4e019-90ed-4383-9922-22f79fbd5b85
Event, Sales,ContentPresentation,Large,NoPromo,FALSE,LATAM,0,8a6bee87-9fd5-4fc4-9ac1-44c10d684f2f
Cold Uutbound,Finance,ContentPresentation,Medium,NoPromo,FALSE,APAC,0,4cc73f49-dff0-4f89-b953-7187185b157c
Event,Management,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,abf344f7-d5b4-4cc8-9b7f-f601e8b594ae
Referral,Finance,NeedsTraining,Large,NoPromo,TRUE,LATAM,0,6de3e939-3ec1-4140-800b-e15a252b6fc5
Digital Ad,Marketing,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,0,429d7eb5-d0aa-46ff-9d8a-4aaef979da18
Referral,Management,ContentPresentation,Small,NoPromo,TRUE,LATAM,0,2170e7ea-240e-4b4f-94e3-c97c80b5a078
Event, Sales,FeatureRequest,Medium,NoPromo,FALSE,EMEA,0,b3ed5830-838c-4259-b71b-a41655037861
Cold Uutbound,HR,FeatureRequest,Medium,NoPromo,FALSE,EMEA,0,41738939-7837-4d5f-9139-0cdfaddccd66
Digital Ad,Operations,FeatureRequest,Small,NoPromo,FALSE,APAC,0,cdac794f-8fcd-4eea-8b93-265b86e58be4
Organic,Operations,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,07509cc7-bcd8-4dd8-b16b-2c436af06f84
Organic, Sales,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,a17cbfb4-38cc-440c-b6eb-ae6f7b662e18
Organic,Marketing,NeedsTraining,Large,NoPromo,TRUE,APAC,0,8b666706-ff5d-41cb-90e3-aebe1e64f2af
Digital Ad,Management,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,d7eb9f5f-96fa-4d00-b20d-d4b0b6c6af4a
Organic,Finance,NeedsTraining,Large,UsedPromo,FALSE,LATAM,1,91b19a56-a7a5-483f-99db-db9f5af09bef
Referral,HR,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,41a94b47-6440-4e62-91b9-1ca0947f3cef
Organic,Management,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,ea658b4b-d921-4913-8f41-d1b55aa0de93
Organic,HR,FeatureRequest,Small,UsedPromo,FALSE,EMEA,0,1763308f-6daa-4a69-903e-7f679ad3ced0
Event,Management,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,30465331-c8a3-4b1f-bad2-3abef60da31c
Digital Ad,HR,ContentPresentation,Small,NoPromo,FALSE,APAC,0,54431060-3a66-4258-b72f-a5b1a78a88cd
Organic,Marketing,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,1267a75c-386e-420b-834d-9488ffe96d8c
Referral,Marketing,FeatureRequest,Small,NoPromo,FALSE,LATAM,1,49e1615c-e418-45d5-9538-7315a055626d
Referral,Marketing,ContentPresentation,Large,NoPromo,FALSE,APAC,0,d87118b3-32f3-406a-a4d0-2dabcbf0e838
