product_name,product_category,product_id,event_time
fruit punch juice drink,juice nectars,P345,2021-07-06T15:40:51.157Z
seasonal oikos greek yogurt,yogurt,P346,2021-07-06T15:40:51.157Z
vitamin d3 cholecalciferol softgels,vitamins supplements,P347,2021-07-06T15:40:51.157Z
"flaxseed meal, whole ground",baking ingredients,P348,2021-07-06T15:40:51.157Z
plain fat free yogurt,yogurt,P349,2021-07-06T15:40:51.157Z
simple white down east crackers,crackers,P350,2021-07-06T15:40:51.157Z
almond extract,vitamins supplements,P351,2021-07-06T15:40:51.157Z
chicken & vegetable stir fry café steamers,frozen meals,P352,2021-07-06T15:40:51.157Z
unsalted beef broth,soup broth bouillon,P353,2021-07-06T15:40:51.157Z
chicken alfredo with rotini,frozen meals,P354,2021-07-06T15:40:51.157Z
organic 54% cocoa dark chocolate bar,candy chocolate,P355,2021-07-06T15:40:51.157Z
creamy vanilla soy milk frozen dessert,ice cream ice,P356,2021-07-06T15:40:51.157Z
automatic toilet bowl cleaner with bleach,cleaning products,P357,2021-07-06T15:40:51.157Z
strawberry pomegranate,energy granola bars,P358,2021-07-06T15:40:51.157Z
peanut butter bars,energy granola bars,P359,2021-07-06T15:40:51.157Z
cranberrry  almond soft & chewy granola bar,energy granola bars,P360,2021-07-06T15:40:51.157Z
chapatti chicken tikki masala wrap,frozen meals,P361,2021-07-06T15:40:51.157Z
mini double chocolate ice cream bars,ice cream ice,P362,2021-07-06T15:40:51.157Z
hot chopped green chili,spices seasonings,P363,2021-07-06T15:40:51.157Z
all natural stevia liquid extract sweetener,baking ingredients,P364,2021-07-06T15:40:51.157Z
vitamin e moisture rich shampoo for dry or damaged hair,hair care,P365,2021-07-06T15:40:51.157Z
china green tips green tea,tea,P366,2021-07-06T15:40:51.157Z
baby cookies apple + ginger,baby food formula,P367,2021-07-06T15:40:51.157Z
red rice crackers,crackers,P368,2021-07-06T15:40:51.157Z
cranberry grape cocktail,juice nectars,P369,2021-07-06T15:40:51.157Z
black tea english breakfast k-cups,tea,P370,2021-07-06T15:40:51.157Z
junior juice mixed fruit juice,juice nectars,P371,2021-07-06T15:40:51.157Z
original herbamare infused sea salt,spices seasonings,P372,2021-07-06T15:40:51.157Z
strawberry banana juice,refrigerated,P373,2021-07-06T15:40:51.157Z
kids organic mashups squeezable fruit strawberry banana,baby food formula,P374,2021-07-06T15:40:51.157Z
milk + vanilla toddler cookies,baby food formula,P375,2021-07-06T15:40:51.157Z
heavy duty scour pads,cleaning products,P376,2021-07-06T15:40:51.157Z
fat free crumbled feta,packaged cheese,P377,2021-07-06T15:40:51.157Z
rainbow sherbet ice cream,ice cream ice,P378,2021-07-06T15:40:51.157Z
chamomile citrus caffeine free herbal tea artisan whole leaf pouches,tea,P379,2021-07-06T15:40:51.157Z
yogurt cheese with probiotic,packaged cheese,P380,2021-07-06T15:40:51.157Z
curl enhancing shea butter leave-in conditioner,hair care,P381,2021-07-06T15:40:51.157Z
clean cuisine food prep disposable gloves,cleaning products,P382,2021-07-06T15:40:51.157Z
greek kefir honey,yogurt,P383,2021-07-06T15:40:51.157Z
pure butter shortbread scottie dogs,cookies cakes,P384,2021-07-06T15:40:51.157Z
extra dark chocolate baking chips,baking ingredients,P385,2021-07-06T15:40:51.157Z
greek corner blackberry & raspberry lowfat yogurt,yogurt,P386,2021-07-06T15:40:51.157Z
chicken with noodles low sodium ready to serve soup,soup broth bouillon,P387,2021-07-06T15:40:51.157Z
mini treats pretzels,chips pretzels,P388,2021-07-06T15:40:51.157Z
kandy bars fudge krunch,ice cream ice,P389,2021-07-06T15:40:51.157Z
french vanilla creme protein energy bars,energy granola bars,P390,2021-07-06T15:40:51.157Z
reduced fat cheddar cheese slices,packaged cheese,P391,2021-07-06T15:40:51.157Z
light ice cream vanilla,ice cream ice,P392,2021-07-06T15:40:51.157Z
"coffee, gourmet, all-purpose grind, medium, 100% colombian, decaf",coffee,P393,2021-07-06T15:40:51.157Z
"pennsylvania woodlands, mushroom barley soup mix",soup broth bouillon,P394,2021-07-06T15:40:51.157Z
iced peach tea,tea,P395,2021-07-06T15:40:51.157Z
kids strawberry yogurt tubes,yogurt,P396,2021-07-06T15:40:51.157Z
organic blackberry blend juice,refrigerated,P397,2021-07-06T15:40:51.157Z
cuties non dairy vanilla frozen dessert sandwiches,ice cream ice,P398,2021-07-06T15:40:51.157Z
plain yogurt,yogurt,P399,2021-07-06T15:40:51.157Z
cranberry almond plus antioxidants 1.4 oz fruit & nut bars,energy granola bars,P400,2021-07-06T15:40:51.157Z
no scratch scrubber sponges,cleaning products,P401,2021-07-06T15:40:51.157Z
half and half guayusa and juice,refrigerated,P402,2021-07-06T15:40:51.157Z
ginger chia kombucha,refrigerated,P403,2021-07-06T15:40:51.157Z
frizz ease curl reviver mousse,hair care,P404,2021-07-06T15:40:51.157Z
chocolate chip granola bars,energy granola bars,P405,2021-07-06T15:40:51.157Z
organic family recipe chocolate chip cookies,cookies cakes,P406,2021-07-06T15:40:51.157Z
gluten free garbanzo & fava flour,baking ingredients,P407,2021-07-06T15:40:51.157Z
70% dark chocolate,candy chocolate,P408,2021-07-06T15:40:51.157Z
homestyle chicken noodle soup bowl,soup broth bouillon,P409,2021-07-06T15:40:51.157Z
preference fade-defying color + shine system  lb02 extra light natural blonde,hair care,P410,2021-07-06T15:40:51.157Z
the red one: squished fruit smoothies,baby food formula,P411,2021-07-06T15:40:51.157Z
whole wheat fresh stack crackers,crackers,P412,2021-07-06T15:40:51.157Z
crystal rain trigger glass cleaner,cleaning products,P413,2021-07-06T15:40:51.157Z
kettle corn popcorn chips,crackers,P414,2021-07-06T15:40:51.157Z
black olive walnut bar,energy granola bars,P415,2021-07-06T15:40:51.157Z
semisweet chocolate super cookie chips,baking ingredients,P416,2021-07-06T15:40:51.157Z
complete skillet meal for two chicken parmigiana & penne,frozen meals,P417,2021-07-06T15:40:51.157Z
whole bean organic kick ass coffee,coffee,P418,2021-07-06T15:40:51.157Z
condensed vegetable beef soup,soup broth bouillon,P419,2021-07-06T15:40:51.157Z
2nd foods apple peach squash,baby food formula,P420,2021-07-06T15:40:51.157Z
duke medium roast cold brew coffee concentrate,coffee,P421,2021-07-06T15:40:51.157Z
clear bottle brush,cleaning products,P422,2021-07-06T15:40:51.157Z
organic flax oil,vitamins supplements,P423,2021-07-06T15:40:51.157Z
creamy chicken orzo with mixed vegetables,soup broth bouillon,P424,2021-07-06T15:40:51.157Z
chile limón flavored potato chips,chips pretzels,P425,2021-07-06T15:40:51.157Z
natural stone & steel cleaner,cleaning products,P426,2021-07-06T15:40:51.157Z
yotot organic raspberry pear yogurt,yogurt,P427,2021-07-06T15:40:51.157Z
vegetable classics vegetable soup,soup broth bouillon,P428,2021-07-06T15:40:51.157Z
organic whole grain oatmeal cereal baby food,baby food formula,P429,2021-07-06T15:40:51.157Z
organic roasted dandelion root herbal tea,tea,P430,2021-07-06T15:40:51.157Z
pecan sandies simply sandies,cookies cakes,P431,2021-07-06T15:40:51.157Z
bites cherry candy,candy chocolate,P432,2021-07-06T15:40:51.157Z
coconut nectar elixir,refrigerated,P433,2021-07-06T15:40:51.157Z
mesa rosa chipotle southwestern smoky blend,spices seasonings,P434,2021-07-06T15:40:51.157Z
gochugaru korean chili flakes,spices seasonings,P435,2021-07-06T15:40:51.157Z
chloroxygen alcohol free chlorophyll concentrate softgels,vitamins supplements,P436,2021-07-06T15:40:51.157Z
organic bold original cacao superfood drink,refrigerated,P437,2021-07-06T15:40:51.157Z
restore banana kale banana & pineapple,ice cream ice,P438,2021-07-06T15:40:51.157Z
m&m's light milk chocolate ice cream,ice cream ice,P439,2021-07-06T15:40:51.157Z
organic creme fraiche,packaged cheese,P440,2021-07-06T15:40:51.157Z
thin stackers organic 5 grain puffed grain cakes,crackers,P441,2021-07-06T15:40:51.157Z
baking bar ghirardelli 60% cacao,baking ingredients,P442,2021-07-06T15:40:51.157Z
cream top smooth & creamy plain yogurt,yogurt,P443,2021-07-06T15:40:51.157Z
refreshers strawberry lemonade sparkling green coffee energy drink,juice nectars,P444,2021-07-06T15:40:51.157Z
chocolate mint cookie crunch energy bar,energy granola bars,P445,2021-07-06T15:40:51.157Z
strawberry cheesecake ice cream,ice cream ice,P446,2021-07-06T15:40:51.157Z
whole coriander,spices seasonings,P447,2021-07-06T15:40:51.157Z
old fashioned bar shampoo original formula,hair care,P448,2021-07-06T15:40:51.157Z
mini strawberry donuts,cookies cakes,P449,2021-07-06T15:40:51.157Z
american cheese slices 12 count,packaged cheese,P450,2021-07-06T15:40:51.157Z
lavender multi-purpose cleaner,cleaning products,P451,2021-07-06T15:40:51.157Z
of norwich original english mustard powder double superfine,spices seasonings,P452,2021-07-06T15:40:51.157Z
organic raspberry ginger,refrigerated,P453,2021-07-06T15:40:51.157Z
slow churned caramel delight ice cream cup,ice cream ice,P454,2021-07-06T15:40:51.157Z
reduced sodium salt alternative,spices seasonings,P455,2021-07-06T15:40:51.157Z
tangerine mango passionfruit juice,refrigerated,P456,2021-07-06T15:40:51.157Z
cucumber  & aloe vera swim & sport shampoo & wash,hair care,P457,2021-07-06T15:40:51.157Z
gimme steak blend,spices seasonings,P458,2021-07-06T15:40:51.157Z
fruit & yogurt grabbers peaches & cream,baby food formula,P459,2021-07-06T15:40:51.157Z
"tortilla chips, yellow corn",chips pretzels,P460,2021-07-06T15:40:51.157Z
organic coconut flour,baking ingredients,P461,2021-07-06T15:40:51.157Z
liquid cleanser,cleaning products,P462,2021-07-06T15:40:51.157Z
pineapple orange juice,juice nectars,P463,2021-07-06T15:40:51.157Z
tortilla strips restaurant style,chips pretzels,P464,2021-07-06T15:40:51.157Z
pretzel,candy chocolate,P465,2021-07-06T15:40:51.157Z
muscle recovery green tea,tea,P466,2021-07-06T15:40:51.157Z
plain grade a  0% fat greek yogurt,yogurt,P467,2021-07-06T15:40:51.157Z
vanilla bean natural lowfat yogurt,yogurt,P468,2021-07-06T15:40:51.157Z
"nutrition bar, dark chocolate pomegranate",energy granola bars,P469,2021-07-06T15:40:51.157Z
spiced pumpkin pie energy bar,energy granola bars,P470,2021-07-06T15:40:51.157Z
stage 1 just butternut squash baby food,baby food formula,P471,2021-07-06T15:40:51.157Z
"yogurt, sheep milk, strawberry",yogurt,P472,2021-07-06T15:40:51.157Z
xylitol,baking ingredients,P473,2021-07-06T15:40:51.157Z
organic raspberry yogurt,yogurt,P474,2021-07-06T15:40:51.157Z
strawberry banana fruit juice smoothie,refrigerated,P475,2021-07-06T15:40:51.157Z
greek yogurt banana & pumpkin,baby food formula,P476,2021-07-06T15:40:51.157Z
o'coconut lightly sweetened coconut treat classic,candy chocolate,P477,2021-07-06T15:40:51.158Z
matte finish firm hold fiber cream,hair care,P478,2021-07-06T15:40:51.158Z
"sweet potato, white beans & cinnamon stage 2",baby food formula,P479,2021-07-06T15:40:51.158Z
rich & creamy grand neapolitan ice cream,ice cream ice,P480,2021-07-06T15:40:51.158Z
organic turmeric,spices seasonings,P481,2021-07-06T15:40:51.158Z
nonfat high protein mixed berry kefir,refrigerated,P482,2021-07-06T15:40:51.158Z
"baking mix, brownie",baking ingredients,P483,2021-07-06T15:40:51.158Z
organic vanilla chip chewy granola,energy granola bars,P484,2021-07-06T15:40:51.158Z
splash berry blend juice,juice nectars,P485,2021-07-06T15:40:51.158Z
traditional roast ground coffee,coffee,P486,2021-07-06T15:40:51.158Z
peanut butter chocolates,candy chocolate,P487,2021-07-06T15:40:51.158Z
flip sides pretzel crackers,crackers,P488,2021-07-06T15:40:51.158Z
organic lactose free strawberry yogurt,yogurt,P489,2021-07-06T15:40:51.158Z
dark mint chocolate chip protein bars,energy granola bars,P490,2021-07-06T15:40:51.158Z
yogurt stellar strawberry,yogurt,P491,2021-07-06T15:40:51.158Z
mozzarella cheese chunk,packaged cheese,P492,2021-07-06T15:40:51.158Z
cranberry grape 100% juice blend,juice nectars,P493,2021-07-06T15:40:51.158Z
sweeper floor mop starter kit,cleaning products,P494,2021-07-06T15:40:51.158Z
town house light & buttery original oven baked crackers,crackers,P495,2021-07-06T15:40:51.158Z
diet lemon tea,tea,P496,2021-07-06T15:40:51.158Z
wellness formula herbal defense complex,vitamins supplements,P497,2021-07-06T15:40:51.158Z
ice bag,ice cream ice,P498,2021-07-06T15:40:51.158Z
reduced fat cream of mushroom condensed soup,soup broth bouillon,P499,2021-07-06T15:40:51.158Z
herba tussin tea bags,tea,P500,2021-07-06T15:40:51.158Z
kids soft and chewy candy,candy chocolate,P501,2021-07-06T15:40:51.158Z
dairy free coconut milk passionate mango yogurt alternative,yogurt,P502,2021-07-06T15:40:51.158Z
"sauce with salt, spices and pepper seasoning",spices seasonings,P503,2021-07-06T15:40:51.158Z
2nd foods - green beans,baby food formula,P504,2021-07-06T15:40:51.158Z
nutri-grain crunch chocolatey chip breakfast bars,energy granola bars,P505,2021-07-06T15:40:51.158Z
spring vanilla cup cake,cookies cakes,P506,2021-07-06T15:40:51.158Z
real ice cream peanut butter cup,ice cream ice,P507,2021-07-06T15:40:51.158Z
lemon zest,energy granola bars,P508,2021-07-06T15:40:51.158Z
berries gomega smoothie blend,refrigerated,P509,2021-07-06T15:40:51.158Z
original citrus tangy punch,refrigerated,P510,2021-07-06T15:40:51.158Z
organic strawberry yogurt,yogurt,P511,2021-07-06T15:40:51.158Z
regular concentrated high efficiency bleach,cleaning products,P512,2021-07-06T15:40:51.158Z
wild cherry juice drink blend pouches,juice nectars,P513,2021-07-06T15:40:51.158Z
sparkling probiotic pomegranate drink,refrigerated,P514,2021-07-06T15:40:51.158Z
sea salt caramel iced coffee,coffee,P515,2021-07-06T15:40:51.158Z
strawberry and banana fruit puree,baby food formula,P516,2021-07-06T15:40:51.158Z
feng shui rice crackers hot wasabi,crackers,P517,2021-07-06T15:40:51.158Z
light pomegranate/blueberry,yogurt,P518,2021-07-06T15:40:51.158Z
firecracker  ice pops,ice cream ice,P519,2021-07-06T15:40:51.158Z
original bobos bites,energy granola bars,P520,2021-07-06T15:40:51.158Z
lean protein & fiber bar honey drizzle peanut,energy granola bars,P521,2021-07-06T15:40:51.158Z
coconut & almond candy bar,candy chocolate,P522,2021-07-06T15:40:51.158Z
banana protein kefir nonfat cultured milk smoothie probiotic,refrigerated,P523,2021-07-06T15:40:51.158Z
ice pops sugar free orange cherry grape,ice cream ice,P524,2021-07-06T15:40:51.158Z
restaurant style tortilla rounds,chips pretzels,P525,2021-07-06T15:40:51.158Z
blended breakfast strawberry+banana+chia+ancient grains superfood smoothie,refrigerated,P526,2021-07-06T15:40:51.158Z
mozzarella ciliegine fresh,packaged cheese,P527,2021-07-06T15:40:51.158Z
soft frosty lemon cookies,cookies cakes,P528,2021-07-06T15:40:51.158Z
gummi bears,candy chocolate,P529,2021-07-06T15:40:51.158Z
organic unsweetened dark chocolate baking chips,baking ingredients,P530,2021-07-06T15:40:51.158Z
green tea triple echinacea tea bags,tea,P531,2021-07-06T15:40:51.158Z
soft caramels,candy chocolate,P532,2021-07-06T15:40:51.158Z
creamy chicken & dumplings soup,soup broth bouillon,P533,2021-07-06T15:40:51.158Z
all natural chives,spices seasonings,P534,2021-07-06T15:40:51.158Z
mexican blend,spices seasonings,P535,2021-07-06T15:40:51.158Z
goat milk cheese,packaged cheese,P536,2021-07-06T15:40:51.158Z
greens & apple organic juice blend,refrigerated,P537,2021-07-06T15:40:51.158Z
organic yellow seed mustard,spices seasonings,P538,2021-07-06T15:40:51.158Z
60% dark stone ground chocolate,candy chocolate,P539,2021-07-06T15:40:51.158Z
air effects air refresher gain moonlight breeze,cleaning products,P540,2021-07-06T15:40:51.158Z
organic 100% juice variety,juice nectars,P541,2021-07-06T15:40:51.158Z
condensed tomato soup,soup broth bouillon,P542,2021-07-06T15:40:51.158Z
"healthy grains granola bar, vanilla blueberry",energy granola bars,P543,2021-07-06T15:40:51.158Z
cookie bites chocolate chip cookies,cookies cakes,P544,2021-07-06T15:40:51.158Z
nibs cherry candy,candy chocolate,P545,2021-07-06T15:40:51.158Z
seriously sharp cheddar cheese block,packaged cheese,P546,2021-07-06T15:40:51.158Z
cherry pomegranate greek yogurt,yogurt,P547,2021-07-06T15:40:51.158Z
bag of ice,ice cream ice,P548,2021-07-06T15:40:51.158Z
original shreds,packaged cheese,P549,2021-07-06T15:40:51.158Z
carpet stain eraser,cleaning products,P550,2021-07-06T15:40:51.158Z
kids purely fun detangler,hair care,P551,2021-07-06T15:40:51.158Z
"melba toast, classic",crackers,P552,2021-07-06T15:40:51.158Z
cafe domingo coffee k-cups,coffee,P553,2021-07-06T15:40:51.158Z
unsweetened whole milk peach greek yogurt,yogurt,P554,2021-07-06T15:40:51.158Z
iced tea with lemon flavor,tea,P555,2021-07-06T15:40:51.158Z
organic poultry seasoning,spices seasonings,P556,2021-07-06T15:40:51.158Z
brilliant brunette moisturizing conditioner,hair care,P557,2021-07-06T15:40:51.158Z
s.o.s steal wool soap,cleaning products,P558,2021-07-06T15:40:51.158Z
7 ancient grains with hint of sea salt crackers,crackers,P559,2021-07-06T15:40:51.158Z
100% organic hemp seed oil,vitamins supplements,P560,2021-07-06T15:40:51.158Z
hershey dark chocolate pretzel dips,chips pretzels,P561,2021-07-06T15:40:51.158Z
daily moisture conditioner,hair care,P562,2021-07-06T15:40:51.158Z
cheddar bacon mac & cheese flavored potato chips,chips pretzels,P563,2021-07-06T15:40:51.158Z
chocolate fudge ice cream bars,ice cream ice,P564,2021-07-06T15:40:51.158Z
candy dish chocolate assortment candy miniatures,candy chocolate,P565,2021-07-06T15:40:51.158Z
"yogurt, coconut non-dairy, low fat, blueberry",yogurt,P566,2021-07-06T15:40:51.158Z
disney frozen graham crackers,cookies cakes,P567,2021-07-06T15:40:51.158Z
"egg, uncured bacon & cheese scramble cups",frozen meals,P568,2021-07-06T15:40:51.158Z
s'mores soft baked bars,cookies cakes,P569,2021-07-06T15:40:51.158Z
organic light sodium creamy sweet potato soup,soup broth bouillon,P570,2021-07-06T15:40:51.158Z
"lasagna, vegetable, with daiya cheeze",frozen meals,P571,2021-07-06T15:40:51.158Z
glazed turkey tenderloins,frozen meals,P572,2021-07-06T15:40:51.158Z
chocolate cookies,cookies cakes,P573,2021-07-06T15:40:51.158Z
wild alaskan fish oil 1000mg,vitamins supplements,P574,2021-07-06T15:40:51.158Z
organic chocolate & cashew live food bar,energy granola bars,P575,2021-07-06T15:40:51.158Z
